shots,nll,prob,model,acc,hmm,dataset,flip_prob
28,0.4453125,0.6406240497330474,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
29,2.53125,0.07955950871822769,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
30,0.984375,0.373672699406043,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
31,0.98828125,0.372215887611955,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
32,1.3515625,0.25883551402927246,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
33,1.15625,0.314663961018459,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
34,3.078125,0.04604551109353302,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
35,0.8046875,0.4472276633691456,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
36,1.359375,0.25682124007865503,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
37,0.87890625,0.4152368286818413,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
38,0.67578125,0.5087587974957017,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
1,4.625,0.009803655035821828,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
2,2.359375,0.09447925428109244,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
3,0.82421875,0.43857749732635326,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
4,1.5859375,0.20475574459755974,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
5,0.87890625,0.4152368286818413,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
6,1.0,0.36787944117144233,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
7,1.265625,0.28206295169381546,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
8,1.0078125,0.36501658064745907,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
9,0.171875,0.8420844271433824,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
10,1.15625,0.314663961018459,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
11,0.97265625,0.3780774349414026,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
12,0.2421875,0.7849089933174918,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
13,0.1455078125,0.8645831354918224,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
14,0.67578125,0.5087587974957017,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
15,1.375,0.25283959580474646,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
16,0.038330078125,0.9623952228475297,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
17,1.625,0.19691167520419406,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
18,1.03125,0.356560980663947,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
19,0.625,0.5352614285189903,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
20,1.140625,0.31961919737930994,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
21,1.484375,0.22664394888734782,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
22,1.4140625,0.2431534629991392,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
23,1.09375,0.33495804292529496,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
24,0.0155029296875,0.9846166221284973,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
25,1.71875,0.17929012055011864,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
26,0.578125,0.5609491608144708,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
27,1.4375,0.23752081909545814,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
28,3.15625,0.04258513628878761,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
29,0.10400390625,0.9012217770167625,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
30,0.490234375,0.612482826698251,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
31,2.65625,0.07021102001498804,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
32,1.515625,0.21967084765457534,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
33,4.53125,0.010767208646547101,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
34,1.3671875,0.2548226413322821,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
35,4.5,0.011108996538242306,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
36,0.470703125,0.6245629680224108,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
1,9.5,7.48518298877006e-05,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
2,1.734375,0.17651048487186194,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
3,2.03125,0.13117145431019428,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
4,0.1455078125,0.8645831354918224,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
5,0.69921875,0.49697341264527733,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
6,1.8515625,0.1569916750812332,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
7,0.77734375,0.459625270884992,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
8,1.1796875,0.30737477821235176,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
9,3.5,0.0301973834223185,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
10,1.0234375,0.35935752309532076,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
11,0.91796875,0.39932935558376886,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
12,0.59375,0.5522524501630204,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
13,2.890625,0.05554148833106887,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
14,1.34375,0.26086558612628497,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
15,0.78125,0.45783336177161427,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
16,3.90625,0.02011579402674089,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
17,1.0546875,0.34830125444308524,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
18,0.248046875,0.7803233647630088,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
19,1.09375,0.33495804292529496,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
20,1.4296875,0.23938371796817895,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
21,0.5234375,0.5924803921133679,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
22,3.96875,0.018897039677585683,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
23,1.5703125,0.207980178394932,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
24,3.09375,0.045331641611676264,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
25,2.96875,0.05136747956725073,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
26,1.1953125,0.30260937397538795,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
27,2.40625,0.09015273423081638,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
28,1.4375,0.23752081909545814,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
29,0.4609375,0.6306920944221607,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
30,1.71875,0.17929012055011864,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
31,1.078125,0.34023286457404905,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
32,0.294921875,0.7445897562683694,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
33,0.7890625,0.4542704742837873,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
34,1.484375,0.22664394888734782,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
35,0.9609375,0.3825340921054156,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
1,14.75,3.927863545481039e-07,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
2,3.15625,0.04258513628878761,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
3,0.0,1.0,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
4,3.3125,0.036424997337364234,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
5,0.0458984375,0.9551389635657673,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
6,1.96875,0.13963128628139898,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
7,0.08984375,0.9140739981758944,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
8,1.59375,0.20316232275153173,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
9,2.65625,0.07021102001498804,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
10,0.78125,0.45783336177161427,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
11,1.859375,0.15576995617312325,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
12,2.421875,0.08875504563653425,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
13,2.671875,0.06912249904327114,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
14,3.3125,0.036424997337364234,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
15,0.341796875,0.7104925088436513,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
16,1.9375,0.14406365910145327,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
17,2.234375,0.10705902083552722,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
18,2.203125,0.1104574389603643,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
19,0.93359375,0.39313832776388624,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
20,0.05322265625,0.9481688732517508,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
21,0.91796875,0.39932935558376886,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
22,1.96875,0.13963128628139898,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
23,0.466796875,0.6270074383640806,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
24,3.234375,0.039384812757335554,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
25,1.6875,0.18498139990730428,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
26,1.109375,0.3297649998062575,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
27,0.91796875,0.39932935558376886,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
28,0.93359375,0.39313832776388624,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
29,0.6484375,0.5228621108821537,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
30,1.703125,0.18211352912101367,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
31,3.90625,0.02011579402674089,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
32,0.98828125,0.372215887611955,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
33,2.109375,0.1213137638466268,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
34,1.34375,0.26086558612628497,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
35,0.5546875,0.5742516868118521,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
36,1.328125,0.26497362135689667,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
37,2.03125,0.13117145431019428,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
38,3.9375,0.019496896108597995,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
39,1.125,0.32465246735834974,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
1,13.875,9.422454817328475e-07,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
2,0.6875,0.5028315779709409,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
3,2.359375,0.09447925428109244,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
4,1.234375,0.29101659090983195,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
5,2.0,0.1353352832366127,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
6,3.375,0.03421811831166603,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
7,4.90625,0.0074001870652772766,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
8,3.03125,0.04825528130927965,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
9,0.3359375,0.7146677711559482,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
10,0.75390625,0.47052497007720323,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
11,0.75390625,0.47052497007720323,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
12,2.5625,0.07711171996831671,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
13,1.34375,0.26086558612628497,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
14,0.007781982421875,0.9922482188107336,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
15,0.67578125,0.5087587974957017,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
16,3.515625,0.02972921638615875,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
17,2.09375,0.12322417764723749,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
18,4.59375,0.010114856452604551,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
19,1.3203125,0.26705183522634335,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
20,0.0155029296875,0.9846166221284973,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
21,1.75,0.17377394345044514,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
22,0.984375,0.373672699406043,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
23,0.007781982421875,0.9922482188107336,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
24,2.375,0.09301448921066349,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
25,0.11767578125,0.8889842312518604,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
26,1.9453125,0.14294254681187055,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
27,0.40625,0.6661436107034878,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
28,1.046875,0.3510330150388101,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
29,1.1640625,0.31221522664653706,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
30,0.416015625,0.6596699630606897,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
31,0.8828125,0.41361797370441067,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
32,1.5625,0.2096113871510978,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
33,0.384765625,0.6806101355130432,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
34,1.21875,0.29559943537737077,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
35,0.53125,0.5878696731223465,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
36,4.53125,0.010767208646547101,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
37,3.921875,0.019803927546861083,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
1,7.0,0.0009118819655545162,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
2,3.421875,0.03265115658991408,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
3,1.8515625,0.1569916750812332,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
4,0.5625,0.569782824730923,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
5,3.3125,0.036424997337364234,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
6,0.3515625,0.7035878743456275,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
7,1.34375,0.26086558612628497,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
8,1.1328125,0.3221260018134028,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
9,2.78125,0.061961007690531984,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
10,0.83984375,0.43177798346854385,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
11,1.5703125,0.207980178394932,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
12,0.1650390625,0.847860583886983,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
13,1.65625,0.19085333986431632,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
14,2.59375,0.0747392417609257,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
15,0.0458984375,0.9551389635657673,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
16,0.99609375,0.3693192805940405,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
17,1.59375,0.20316232275153173,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
18,1.1328125,0.3221260018134028,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
19,1.0703125,0.34290134400373157,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
20,0.1318359375,0.8764847815685415,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
21,1.03125,0.356560980663947,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
22,1.84375,0.15822297604949842,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
23,2.59375,0.0747392417609257,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
24,0.55859375,0.572012891653811,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
25,1.734375,0.17651048487186194,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
26,1.90625,0.1486367305381225,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
27,0.451171875,0.6368813687851224,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
28,1.921875,0.1463323316229146,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
29,2.375,0.09301448921066349,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
30,4.5,0.011108996538242306,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
31,0.32421875,0.7230920486923872,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
32,3.953125,0.019194624751579337,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
33,1.2734375,0.27986792038923625,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
34,1.6875,0.18498139990730428,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
35,1.15625,0.314663961018459,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
36,1.375,0.25283959580474646,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
37,5.375,0.004630918733533246,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
38,0.36328125,0.6953908273230813,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
39,1.2734375,0.27986792038923625,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
1,9.75,5.829466373086881e-05,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
2,0.59375,0.5522524501630204,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
3,0.435546875,0.64691079098504,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
4,3.6875,0.025034510149960148,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
5,3.3125,0.036424997337364234,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
6,0.74609375,0.4742153431555798,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
7,1.5703125,0.207980178394932,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
8,1.546875,0.21291228619240427,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
9,0.15234375,0.8586930542645764,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
10,2.15625,0.11575840213626322,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
11,1.3671875,0.2548226413322821,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
12,0.45703125,0.6331605534862997,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
13,0.470703125,0.6245629680224108,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
14,1.46875,0.23021307174736147,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
15,1.6171875,0.19845607261390505,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
16,0.75390625,0.47052497007720323,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
17,1.0,0.36787944117144233,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
18,1.3125,0.26914634872918386,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
19,2.4375,0.08737902619542039,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
20,0.023193359375,0.9770735391778969,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
21,0.08984375,0.9140739981758944,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
22,0.3515625,0.7035878743456275,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
23,0.2041015625,0.8153795549957998,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
24,1.125,0.32465246735834974,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
25,0.69140625,0.5008712234296745,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
26,1.9453125,0.14294254681187055,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
27,0.8046875,0.4472276633691456,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
28,1.2734375,0.27986792038923625,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
29,2.109375,0.1213137638466268,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
30,0.98828125,0.372215887611955,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
31,0.03076171875,0.9697066084520289,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
32,1.421875,0.2412612277378443,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
33,0.76171875,0.46686331570996537,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
34,3.890625,0.0204325716890638,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
35,0.41015625,0.663546562885513,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
36,0.490234375,0.612482826698251,meta-llama/Llama-3.1-8B-Instruct,1.0,0,logiqa,0.25
37,1.328125,0.26497362135689667,meta-llama/Llama-3.1-8B-Instruct,0.0,0,logiqa,0.25
